Node,Depth
2997,5
2998,2
2999,3
3000,1
3001,3
3002,1
3003,2
3004,1
3005,5
3006,2
3007,3
3008,1
3009,3
3010,1
3011,2
3012,1
3013,4
3014,2
3015,3
3016,1
3017,3
3018,1
3019,2
3020,1
3021,8
3022,4
3023,4
3024,2
3025,4
3026,2
3027,3
3028,1
3029,6
3030,3
3031,3
3032,1
3033,3
3034,1
3035,2
3036,1
3037,6
3038,3
3039,3
3040,1
3041,3
3042,1
3043,2
3044,1
3045,5
3046,2
3047,3
3048,1
3049,3
3050,1
3051,2
3052,1
3053,7
3054,3
3055,3
3056,1
3057,3
3058,1
3059,2
3060,1
3061,5
3062,2
3063,3
3064,1
3065,3
3066,1
3067,2
3068,1
3069,5
3070,2
3071,3
3072,1
3073,3
3074,1
3075,2
3076,1
3077,4
3078,2
3079,3
3080,1
3081,3
3082,1
3083,2
3084,1
3085,7
3086,3
3087,3
3088,1
3089,3
3090,1
3091,2
3092,1
3093,5
3094,2
3095,3
3096,1
3097,3
3098,1
3099,2
3100,1
3101,5
3102,2
3103,3
3104,1
3105,3
3106,1
3107,2
3108,1
3109,4
3110,2
3111,3
3112,1
3113,3
3114,1
3115,2
3116,1
3117,6
3118,3
3119,3
3120,1
3121,3
3122,1
3123,2
3124,1
3125,5
3126,2
3127,3
3128,1
3129,3
3130,1
3131,2
3132,1
3133,5
3134,2
3135,3
3136,1
3137,3
3138,1
3139,2
3140,1
3141,4
3142,2
3143,3
3144,1
3145,3
3146,1
3147,2
3148,1
3149,10
3150,5
3151,4
3152,2
3153,4
3154,2
3155,3
3156,1
3157,6
3158,3
3159,3
3160,1
3161,3
3162,1
3163,2
3164,1
3165,6
3166,3
3167,3
3168,1
3169,3
3170,1
3171,2
3172,1
3173,5
3174,2
3175,3
3176,1
3177,3
3178,1
3179,2
3180,1
3181,7
3182,3
3183,3
3184,1
3185,3
3186,1
3187,2
3188,1
3189,5
3190,2
3191,3
3192,1
3193,3
3194,1
3195,2
3196,1
3197,5
3198,2
3199,3
3200,1
3201,3
3202,1
3203,2
3204,1
3205,4
3206,2
3207,3
3208,1
3209,3
3210,1
3211,2
3212,1
3213,7
3214,3
3215,3
3216,1
3217,3
3218,1
3219,2
3220,1
3221,5
3222,2
3223,3
3224,1
3225,3
3226,1
3227,2
3228,1
3229,5
3230,2
3231,3
3232,1
3233,3
3234,1
3235,2
3236,1
3237,4
3238,2
3239,3
3240,1
3241,3
3242,1
3243,2
3244,1
3245,6
3246,3
3247,3
3248,1
3249,3
3250,1
3251,2
3252,1
3253,5
3254,2
3255,3
3256,1
3257,3
3258,1
3259,2
3260,1
3261,5
3262,2
3263,3
3264,1
3265,3
3266,1
3267,2
3268,1
3269,4
3270,2
3271,3
3272,1
3273,3
3274,1
3275,2
3276,1
3277,9
3278,4
3279,4
3280,2
3281,4
3282,2
3283,3
3284,1
3285,6
3286,3
3287,3
3288,1
3289,3
3290,1
3291,2
3292,1
3293,6
3294,3
3295,3
3296,1
3297,3
3298,1
3299,2
3300,1
3301,5
3302,2
3303,3
3304,1
3305,3
3306,1
3307,2
3308,1
3309,7
3310,3
3311,3
3312,1
3313,3
3314,1
3315,2
3316,1
3317,5
3318,2
3319,3
3320,1
3321,3
3322,1
3323,2
3324,1
3325,5
3326,2
3327,3
3328,1
3329,3
3330,1
3331,2
3332,1
3333,4
3334,2
3335,3
3336,1
3337,3
3338,1
3339,2
3340,1
3341,7
3342,3
3343,3
3344,1
3345,3
3346,1
3347,2
3348,1
3349,5
3350,2
3351,3
3352,1
3353,3
3354,1
3355,2
3356,1
3357,5
3358,2
3359,3
3360,1
3361,3
3362,1
3363,2
3364,1
3365,4
3366,2
3367,3
3368,1
3369,3
3370,1
3371,2
3372,1
3373,6
3374,3
3375,3
3376,1
3377,3
3378,1
3379,2
3380,1
3381,5
3382,2
3383,3
3384,1
3385,3
3386,1
3387,2
3388,1
3389,5
3390,2
3391,3
3392,1
3393,3
3394,1
3395,2
3396,1
3397,4
3398,2
3399,3
3400,1
3401,3
3402,1
3403,2
3404,1
3405,9
3406,4
3407,4
3408,2
3409,4
3410,2
3411,3
3412,1
3413,6
3414,3
3415,3
3416,1
3417,3
3418,1
3419,2
3420,1
3421,6
3422,3
3423,3
3424,1
3425,3
3426,1
3427,2
3428,1
3429,5
3430,2
3431,3
3432,1
3433,3
3434,1
3435,2
3436,1
3437,7
3438,3
3439,3
3440,1
3441,3
3442,1
3443,2
3444,1
3445,5
3446,2
3447,3
3448,1
3449,3
3450,1
3451,2
3452,1
3453,5
3454,2
3455,3
3456,1
3457,3
3458,1
3459,2
3460,1
3461,4
3462,2
3463,3
3464,1
3465,3
3466,1
3467,2
3468,1
3469,7
3470,3
3471,3
3472,1
3473,3
3474,1
3475,2
3476,1
3477,5
3478,2
3479,3
3480,1
3481,3
3482,1
3483,2
3484,1
3485,5
3486,2
3487,3
3488,1
3489,3
3490,1
3491,2
3492,1
3493,4
3494,2
3495,3
3496,1
3497,3
3498,1
3499,2
3500,1
3501,6
3502,3
3503,3
3504,1
3505,3
3506,1
3507,2
3508,1
3509,5
3510,2
3511,3
3512,1
3513,3
3514,1
3515,2
3516,1
3517,5
3518,2
3519,3
3520,1
3521,3
3522,1
3523,2
3524,1
3525,4
3526,2
3527,3
3528,1
3529,3
3530,1
3531,2
3532,1
3533,8
3534,4
3535,4
3536,2
3537,4
3538,2
3539,3
3540,1
3541,6
3542,3
3543,3
3544,1
3545,3
3546,1
3547,2
3548,1
3549,6
3550,3
3551,3
3552,1
3553,3
3554,1
3555,2
3556,1
3557,5
3558,2
3559,3
3560,1
3561,3
3562,1
3563,2
3564,1
3565,7
3566,3
3567,3
3568,1
3569,3
3570,1
3571,2
3572,1
3573,5
3574,2
3575,3
3576,1
3577,3
3578,1
3579,2
3580,1
3581,5
3582,2
3583,3
3584,1
3585,3
3586,1
3587,2
3588,1
3589,4
3590,2
3591,3
3592,1
3593,3
3594,1
3595,2
3596,1
3597,7
3598,3
3599,3
3600,1
3601,3
3602,1
3603,2
3604,1
3605,5
3606,2
3607,3
3608,1
3609,3
3610,1
3611,2
3612,1
3613,5
3614,2
3615,3
3616,1
3617,3
3618,1
3619,2
3620,1
3621,4
3622,2
3623,3
3624,1
3625,3
3626,1
3627,2
3628,1
3629,6
3630,3
3631,3
3632,1
3633,3
3634,1
3635,2
3636,1
3637,5
3638,2
3639,3
3640,1
3641,3
3642,1
3643,2
3644,1
3645,5
3646,2
3647,3
3648,1
3649,3
3650,1
3651,2
3652,1
3653,4
3654,2
3655,3
3656,1
3657,3
3658,1
3659,2
3660,1
3661,7
3662,3
3663,3
3664,1
3665,3
3666,1
3667,2
3668,1
3669,5
3670,2
3671,3
3672,1
3673,3
3674,1
3675,2
3676,1
3677,5
3678,2
3679,3
3680,1
3681,3
3682,1
3683,2
3684,1
3685,4
3686,2
3687,3
3688,1
3689,3
3690,1
3691,2
3692,1
3693,6
3694,3
3695,3
3696,1
3697,3
3698,1
3699,2
3700,1
3701,5
3702,2
3703,3
3704,1
3705,3
3706,1
3707,2
3708,1
3709,5
3710,2
3711,3
3712,1
3713,3
3714,1
3715,2
3716,1
3717,4
3718,2
3719,3
3720,1
3721,3
3722,1
3723,2
3724,1
3725,4
3726,2
3727,3
3728,1
3729,3
3730,1
3731,2
3732,1
